,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
2996,3023,트럼보,제이 로치,그린나래미디어,2016-04-07,장편,미국,310,462652100,58784,"235,668,600","29,659",드라마,15세관람가,독립/예술영화
2997,3024,파더 앤 도터,가브리엘 무치노,박수엔터테인먼트,2015-12-10,장편,미국,352,447097100,58704,"167,035,100","20,871",드라마,15세관람가,일반영화
2998,3025,소공녀,전고운,CGV아트하우스,2018-03-22,장편,한국,284,469303200,58653,"236,153,600","28,592",멜로/로맨스,15세관람가,독립/예술영화
2999,3026,애프터,제니 게이지,판씨네마,2019-08-22,장편,미국,235,493655240,58645,"173,932,710","19,922",드라마,15세관람가,독립/예술영화
3001,3028,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬,와이드 릴리즈,2016-06-02,장편,영국,162,349288000,58345,"73,786,500","12,215",애니메이션,전체관람가,독립/예술영화
3003,3030,킬링 디어,요르고스 란티모스,오드,2018-07-12,장편,미국,68,501031000,58185,"311,865,300","35,513",스릴러,청소년관람불가,독립/예술영화
3004,3031,순종,김동민,CBS,2016-11-17,장편,한국,104,414028200,58027,"118,389,600","14,827",다큐멘터리,전체관람가,독립/예술영화
3005,3032,극장판 미니특공대: 햄버거괴물의 습격,이영준,리틀빅픽쳐스,2020-09-30,장편,한국,414,466063620,57883,"77,247,430","9,126",애니메이션,전체관람가,일반영화
3006,3033,더 랍스터,요르고스 란티모스,팝엔터테인먼트,2015-10-29,장편,영국,75,476877300,57721,"351,915,400","41,413",판타지,청소년관람불가,독립/예술영화
3007,3034,엘리엇과 산타 썰매단,제니퍼 웨스트콧,팝엔터테인먼트,2018-12-12,장편,캐나다,335,399517800,57674,"61,799,700","8,312",애니메이션,전체관람가,독립/예술영화
3008,3035,웃는 남자,장 피에르 아메리스,씨너스엔터테인먼트,2013-03-28,장편,프랑스,170,403906500,57652,"175,216,000","23,785",미스터리,15세관람가,독립/예술영화
3010,3037,사과,강이관,영화사청어람,2008-10-16,장편,한국,111,379387469,57525,"194,098,000","28,179",드라마,15세관람가,독립/예술영화
3012,3039,나의 붉은고래,양선,영화사 빅,2017-06-15,장편,중국,390,438539500,57388,"138,499,700","17,318",애니메이션,전체관람가,독립/예술영화
3013,3040,킬러들의 도시,마틴 맥도나,시너지하우스 ,2009-03-05,장편,영국,85,394632089,57387,"152,579,500","21,313",범죄,청소년관람불가,일반영화
3014,3041,어드리프트:우리가 함께한 바다,발타자르 코루마쿠르,이수C&E,2018-09-06,장편,미국,490,467136418,57331,"172,941,318","20,647",멜로/로맨스,12세관람가,독립/예술영화
3015,3042,듀 데이트,토드 필립스,워너브러더스 코리아,2010-11-24,장편,미국,148,440189148,57308,"184,248,500","22,993",코미디,청소년관람불가,독립/예술영화
3016,3043,미스 페티그루의 어느 특별한 하루,바랫 낼러리,넥스트엔터테인먼트월드,2008-10-02,장편,영국,84,357938000,57271,"212,932,000","33,182",멜로/로맨스,12세관람가,일반영화
3017,3044,마미,자비에 돌란,엣나인필름,2014-12-18,장편,캐나다,84,454117600,57247,"323,499,100","39,272",드라마,15세관람가,독립/예술영화
3019,3046,달빛 길어올리기,임권택,쇼박스,2011-03-17,장편,한국,128,362535000,57186,"98,990,000","13,399",드라마,15세관람가,일반영화
3020,3048,밤의 해변에서 혼자,홍상수,영화제작전원사,2017-03-23,장편,한국,133,438976092,56995,"275,454,892","34,627",드라마,청소년관람불가,독립/예술영화
3022,3050,다이애나,올리버 히르비겔,영화사 빅,2014-03-06,장편,영국,279,402756100,56872,"170,925,100","22,976",드라마,15세관람가,일반영화
3023,3051,극장판 프랭키와 친구들: 생명의 나무,박정오,예지림엔터테인먼트,2016-04-13,장편,한국,258,410518600,56835,"103,400,500","13,068",애니메이션,전체관람가,일반영화
3024,3052,더 룸,크리스티앙 볼크만,퍼스트런,2019-09-25,장편,프랑스,163,461964100,56787,"175,815,300","21,429",미스터리,15세관람가,독립/예술영화
3026,3054,레볼루셔너리 로드,샘 멘데스,CJ ENM,2009-02-19,장편,미국,75,388157352,56552,"232,712,000","32,972",드라마,청소년관람불가,독립/예술영화
3027,3055,드래곤 블레이드,이인항,롯데쇼핑롯데엔터테인먼트,2015-03-12,장편,중국,264,427722800,56547,"113,013,200","14,534",액션,15세관람가,독립/예술영화
3028,3056,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,모리와키 마코토,박수엔터테인먼트,2017-12-28,장편,일본,191,431771300,56539,"115,053,700","14,397",애니메이션,전체관람가,일반영화
3029,3057,대니 콜린스,댄 포겔맨,나이너스엔터테인먼트,2015-09-30,장편,미국,309,426338305,56515,"198,998,405","25,288",드라마,15세관람가,독립/예술영화
3030,3058,돌아온 파워레인저 미라클포스,나가이시 다카오,롯데쇼핑롯데엔터테인먼트,2012-02-29,장편,일본,235,385525000,56420,"92,577,500","12,965",액션,전체관람가,일반영화
3031,3059,헌터 킬러,도노반 마시,키다리이엔티,2018-12-06,장편,미국,226,462748450,56350,"159,119,600","18,822",액션,15세관람가,일반영화
3032,3060,마이 스파이,피터 시걸,이수C&E,2020-04-29,장편,미국,240,482594500,56282,"165,572,600","19,676",액션,12세관람가,일반영화
3033,3061,우리집,윤가은,롯데컬처웍스롯데엔터테인먼트,2019-08-22,장편,한국,147,444391340,56087,"252,210,120","29,807",드라마,전체관람가,독립/예술영화
3035,3063,나이트 크롤러,댄 길로이,스톰픽쳐스코리아,2015-02-26,장편,미국,233,451041300,55892,"203,599,400","24,807",범죄,청소년관람불가,독립/예술영화
3036,3064,더 보이,윌리엄 브렌트 벨,리틀빅픽쳐스,2016-06-01,장편,미국,186,441611821,55875,"84,467,821","10,054",공포(호러),15세관람가,독립/예술영화
3037,3065,매직빈,조이 주,영화사 빅,2018-05-03,장편,중국,534,427992700,55804,"70,261,300","8,592",애니메이션,전체관람가,독립/예술영화
3038,3066,래빗 스쿨,우테 폰 뮌쇼폴,예지림엔터테인먼트,2017-11-23,장편,독일,314,401768900,55784,"82,198,100","10,411",애니메이션,전체관람가,독립/예술영화
3040,3068,고녀석 맛나겠다2 : 함께라서 행복해,노나카 카즈미,리틀빅픽쳐스,2015-07-29,장편,한국,142,384464000,55619,"115,174,700","16,105",애니메이션,전체관람가,독립/예술영화
3041,3069,더 라이트: 악마는 있다,미카엘 하프스트롬,워너브러더스 코리아,2011-04-20,장편,미국,104,422603000,55561,"167,645,500","21,089",미스터리,15세관람가,일반영화
3042,3070,워터 포 엘리펀트,프란시스 로렌스,이십세기폭스코리아,2011-05-04,장편,미국,182,418236500,55561,"215,500,000","27,531",드라마,15세관람가,일반영화
3043,3071,백설공주 : 사라진 아빠를 찾아서,벤 차오,예지림엔터테인먼트,2016-09-29,장편,중국,213,425994300,55355,"70,551,700","8,438",애니메이션,전체관람가,독립/예술영화
3044,3072,그물,김기덕,넥스트엔터테인먼트월드,2016-10-06,장편,한국,381,416593300,55342,"112,920,600","14,136",드라마,15세관람가,독립/예술영화
3045,3073,드레스메이커,조셀린 무어하우스,리틀빅픽쳐스,2016-02-11,장편,호주,176,440059500,55330,"144,520,800","17,846",드라마,15세관람가,독립/예술영화
3047,3075,빅뱅 메이드,변진호,씨제이 씨지브이,2016-06-30,장편,한국,56,464727700,55227,"214,369,000","24,994",다큐멘터리,12세관람가,일반영화
3048,3076,내 눈에 콩깍지,이장수,CJ ENM,2009-11-05,장편,한국,128,405424788,55132,"128,419,000","16,765",멜로/로맨스,12세관람가,일반영화
3049,3077,위시 어폰,존 R. 레오네티,이수C&E,2017-07-20,장편,미국,279,434148000,55110,"82,609,500","9,910",공포(호러),15세관람가,일반영화
3050,3078,대지진,펑샤오강,필라멘트픽쳐스,2010-11-04,장편,중국,90,379043639,55000,"119,095,000","16,777",드라마,전체관람가,일반영화
3051,3079,파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,박수엔터테인먼트,2016-04-21,장편,미국,353,454055200,54972,"129,982,200","15,254",미스터리,15세관람가,일반영화
3052,3080,내가 죽기를 바라는 자들,테일러 쉐리던,워너브러더스 코리아,2021-05-05,장편,미국,669,511072350,54951,"138,693,360","14,877",범죄,15세관람가,일반영화
3053,3081,최면,최재훈,스마일이엔티,2021-03-24,장편,한국,506,501754120,54927,"93,594,620","10,091",공포(호러),15세관람가,독립/예술영화
3056,3084,더 프린세스 : 도둑맞은 공주,올레말라므,팝엔터테인먼트,2020-08-12,장편,우크라이나,423,445726660,54609,"60,674,330","7,007",애니메이션,전체관람가,일반영화
3058,3086,헤이와이어,스티븐 소더버그,씨너스엔터테인먼트,2012-07-05,장편,미국,200,384196324,54511,"133,250,624","18,254",액션,15세관람가,일반영화
3059,3087,파라노말 액티비티4,아리엘 슐만,씨제이이엔엠,2012-10-25,장편,미국,173,384064500,54461,"96,287,000","13,026",스릴러,15세관람가,일반영화
3060,3088,잡아야 산다,오인천,오퍼스픽쳐스,2016-01-07,장편,한국,219,410361400,54450,"91,032,800","11,245",코미디,15세관람가,일반영화
3061,3089,왓칭,김성기,리틀빅픽쳐스,2019-04-17,장편,한국,488,456558262,54410,"100,830,552","11,564",공포(호러),15세관람가,일반영화
3062,3090,살인소설,스콧 데릭슨,씨너스엔터테인먼트,2012-11-15,장편,미국,186,394724176,54239,"164,418,159","21,572",미스터리,청소년관람불가,일반영화
3063,3091,라일 라일 크로커다일,윌 스펙,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-01-18,장편,미국,384,502081439,54192,"152,228,524","17,785",가족,전체관람가,일반영화
3064,3092,사일런스,존 R. 레오네티,이수C&E,2019-07-17,장편,미국,456,463969062,54158,"108,881,682","12,405",공포(호러),15세관람가,일반영화
3066,3094,5일의 마중,장예모,찬란,2014-10-08,장편,중국,86,405905100,54098,"233,534,000","30,525",멜로/로맨스,전체관람가,독립/예술영화
3067,3095,산상수훈,유영의,이언픽쳐스,2017-12-07,장편,한국,71,408105790,54004,"139,065,190","18,131",드라마,전체관람가,독립/예술영화
3070,3098,맨체스터 바이 더 씨,케네스 로너건,THE 픽쳐스,2017-02-15,장편,미국,109,431623800,53779,"254,824,600","30,655",드라마,15세관람가,독립/예술영화
3071,3099,돌핀 : 꿈꾸는 다니엘의 용감한 모험,에두와르도 슐츠,팝엔터테인먼트,2013-03-21,장편,페루,197,354256000,53744,"69,371,500","9,461",애니메이션,전체관람가,일반영화
3072,3100,고고다이노 극장판: 얼음공룡의 비밀,이선명,넥스트엔터테인먼트월드,2022-10-05,장편,한국,531,489650813,53685,"88,245,897","10,354",애니메이션,전체관람가,독립/예술영화
3073,3101,나의 첫 번째 슈퍼스타,니샤 가나트라,유니버설픽쳐스인터내셔널 코리아,2020-06-10,장편,미국,462,473919360,53684,"189,510,120","21,533",코미디,12세관람가,일반영화
3074,3102,개구리왕국,넬슨 신,예지림엔터테인먼트,2015-11-12,장편,중국,227,362895100,53576,"49,823,200","6,590",애니메이션,전체관람가,일반영화
3075,3103,베스트 엑조틱 메리골드 호텔,존 매든,이십세기폭스코리아,2012-07-12,장편,영국,149,379972500,53555,"185,428,000","25,167",코미디,15세관람가,독립/예술영화
3079,3107,인 디 에어,제이슨 라이트맨,CJ ENM,2010-03-11,장편,미국,53,412946426,53423,"291,688,000","36,969",드라마,15세관람가,일반영화
3082,3110,"부르고뉴, 와인에서 찾은 인생",세드릭 클래피쉬,티캐스트,2018-05-03,장편,프랑스,55,462165900,53175,"293,428,900","33,266",드라마,15세관람가,독립/예술영화
3083,3111,튤립 피버,저스틴 채드윅,팝엔터테인먼트,2017-12-14,장편,영국,359,425521049,53121,"183,860,049","22,677",드라마,청소년관람불가,독립/예술영화
3084,3112,디센던트,알렉산더 페인,이십세기폭스코리아,2012-02-16,장편,미국,114,407991800,53103,"278,344,800","35,393",코미디,15세관람가,독립/예술영화
3085,3113,인생은 뷰티풀: 비타돌체,김선형,씨제이 씨지브이,2022-09-07,장편,한국,107,1667323500,52969,"647,908,500","19,918",다큐멘터리,전체관람가,일반영화
3086,3114,블랙 가스펠,히즈엠티 선교회,넥스트엔터테인먼트월드,2013-11-14,장편,한국,143,364990500,52852,"200,172,000","27,504",드라마,전체관람가,독립/예술영화
3087,3115,더 라스트: 나루토 더 무비,코바야시 츠네오,와이드 릴리즈,2015-02-26,장편,일본,158,391905272,52816,"112,856,072","14,897",애니메이션,12세관람가,독립/예술영화
3088,3116,워,필립 G. 애트웰,롯데쇼핑롯데엔터테인먼트,2008-02-28,장편,미국,137,342294500,52787,"75,104,000","11,229",스릴러,청소년관람불가,일반영화
3089,3117,콘트라밴드,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아,2012-03-22,장편,미국,178,393549500,52743,"122,177,000","15,714",액션,청소년관람불가,일반영화
3091,3119,쿵푸 덩크,주연평,싸이더스,2008-02-28,장편,대만,155,326514500,52688,"93,705,000","14,799",코미디,15세관람가,일반영화
3092,3120,머니백,허준형,리틀빅픽쳐스,2018-04-12,장편,한국,472,411511600,52618,"105,898,500","12,994",액션,15세관람가,일반영화
3093,3121,폭풍전야,조창호,성원아이컴,2010-04-01,장편,한국,134,393501207,52597,"162,652,500","20,740",드라마,청소년관람불가,일반영화
3095,3123,프랭크,레니 에이브러햄슨,영화사 진진,2014-09-25,장편,영국,208,410015145,52488,"264,763,445","32,798",코미디,15세관람가,독립/예술영화
3097,3125,호프 스프링즈,데이빗 프랭클,시너지하우스 ,2013-04-04,장편,미국,179,368939500,52426,"182,120,000","25,266",멜로/로맨스,청소년관람불가,일반영화
3098,3126,캔디맨,니아 다코스타,유니버설픽쳐스인터내셔널 코리아,2021-09-22,장편,미국,608,509775750,52340,"168,324,330","17,557",미스터리,15세관람가,일반영화
3099,3127,더 비지트,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아,2015-10-15,장편,미국,279,403435581,52197,"125,714,081","15,652",스릴러,15세관람가,일반영화
3100,3128,사랑은 언제나 진행중,바트 프룬디치,시너지하우스 ,2010-03-11,장편,미국,181,388949159,52193,"139,336,500","17,517",코미디,15세관람가,일반영화
3101,3129,너의 췌장을 먹고 싶어,우시지마 신이치로,넥스트엔터테인먼트월드,2018-11-15,장편,일본,319,408562605,52161,"142,430,905","16,738",애니메이션,12세관람가,독립/예술영화
3102,3130,별을 쫓는 아이,신카이 마코토,미디어캐슬,2011-08-25,장편,일본,139,373288500,52159,"175,196,000","23,225",애니메이션,전체관람가,일반영화
3103,3131,꼬마영웅 경찰차 프로디,라스무스 A. 실버르센,예지림엔터테인먼트,2013-04-11,장편,노르웨이,229,343590000,52154,"61,132,500","8,540",애니메이션,전체관람가,독립/예술영화
3104,3132,포인트 블랭크,프레드 카바예,KT&G 상상마당 영화사업팀 컴퍼니에스에스,2011-07-13,장편,프랑스,153,397470300,52094,"156,695,800","19,602",스릴러,청소년관람불가,독립/예술영화
3106,3134,소중한 날의 꿈,안재훈,에이원엔터테인먼트,2011-06-23,장편,한국,128,360928100,52010,"188,132,100","26,312",애니메이션,전체관람가,독립/예술영화
3107,3135,인 더 하이츠,존 추,워너브러더스 코리아,2021-06-30,장편,미국,649,477691320,51987,"210,683,030","21,834",뮤지컬,12세관람가,일반영화
3109,3137,바다 탐험대 옥토넛 스페셜,니키 팰런,와이드 릴리즈,2015-02-05,장편,영국,210,383427600,51884,"84,362,100","10,733",애니메이션,전체관람가,독립/예술영화
3110,3138,매혹당한 사람들,소피아 코폴라,유니버설픽쳐스인터내셔널 코리아,2017-09-06,장편,미국,395,393548500,51867,"187,653,600","23,621",스릴러,15세관람가,독립/예술영화
3111,3139,빅샤크2: 해저2만리,신우,와이드 릴리즈,2019-06-06,장편,중국,344,372308920,51841,"41,575,060","5,105",애니메이션,전체관람가,일반영화
3112,3140,프리키 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아,2020-11-25,장편,미국,631,451260690,51816,"128,273,640","14,722",코미디,청소년관람불가,일반영화
3113,3141,아인보: 아마존의 전설,리처드 클라우스,디스테이션,2022-10-26,장편,페루,401,397326479,51683,"30,757,888","3,576",애니메이션,전체관람가,일반영화
3114,3142,스트레스를 부르는 그 이름 직장상사,세스 고든,워너브러더스 코리아,2011-11-17,장편,미국,117,404070500,51646,"211,009,000","26,179",코미디,청소년관람불가,일반영화
3115,3143,오싱,토가시 신,팝엔터테인먼트,2013-12-05,장편,일본,233,334512500,51637,"126,668,500","19,136",드라마,전체관람가,독립/예술영화
3116,3144,킬러 인사이드 미,마이클 윈터바텀,프라임엔터테인먼트,2010-07-07,장편,미국,121,391822268,51555,"158,818,000","20,034",범죄,청소년관람불가,독립/예술영화
3117,3145,스카이포스 3D,토니 탕,미디어데이,2013-02-28,장편,미국,183,349260500,51553,"82,973,500","10,911",애니메이션,전체관람가,일반영화
3118,3146,아웃포스트,로드 루리,제이앤씨미디어그룹,2020-09-23,장편,미국,454,428533870,51381,"167,909,230","19,323",전쟁,15세관람가,일반영화
3119,3147,언어의 정원,신카이 마코토,미디어캐슬,2013-08-14,장편,일본,64,384597200,51337,"220,381,700","28,007",애니메이션,12세관람가,독립/예술영화
3120,3148,킬 미,양종현,싸이더스,2009-11-05,장편,한국,172,390480657,51304,"112,069,500","13,852",멜로/로맨스,청소년관람불가,일반영화
3122,3150,더블 스파이,토니 길로이,유니버설픽쳐스인터내셔널 코리아,2009-04-16,장편,미국,126,339420521,51270,"156,063,500","22,485",범죄,12세관람가,일반영화
3123,3151,트리 오브 라이프,테렌스 맬릭,에스비에스콘텐츠허브,2011-10-27,장편,미국,125,369070500,51228,"221,825,500","29,125",드라마,15세관람가,독립/예술영화
3124,3152,미안해 사랑해 고마워,전윤수,쇼박스,2015-10-28,장편,한국,344,359247800,51207,"106,619,300","14,482",드라마,15세관람가,일반영화
3125,3153,빅 미라클,켄 콰피스,유니버설픽쳐스인터내셔널 코리아,2012-02-23,장편,미국,170,344139500,51151,"117,016,500","16,293",드라마,전체관람가,일반영화
3126,3154,콜레트,워시 웨스트모어랜드,넥스트엔터테인먼트월드,2019-03-27,장편,영국,169,409004989,51149,"248,891,499","30,789",드라마,15세관람가,독립/예술영화
3127,3155,서울이 보이냐,송동윤,시네마서비스,2008-05-08,장편,한국,125,309567000,50956,"48,727,000","7,706",가족,전체관람가,일반영화
3128,3156,두 번의 결혼식과 한 번의 장례식,김조광수,영화사 진진,2012-06-21,장편,한국,67,380102144,50905,"239,826,644","30,630",코미디,15세관람가,독립/예술영화
3129,3157,더 씽,매티스 반 헤이닌겐 주니어,싸이더스,2012-06-14,장편,미국,174,367519589,50839,"91,566,089","11,900",공포(호러),15세관람가,일반영화
3130,3158,윈드 리버,테일러 쉐리던,다자인소프트,2017-09-14,장편,미국,330,391358700,50783,"159,742,100","20,211",액션,15세관람가,독립/예술영화
3132,3160,부활: 그 증거,김상철,영화사 진진,2020-10-08,장편,한국,111,419172070,50692,"67,857,200","8,358",다큐멘터리,전체관람가,독립/예술영화
3133,3161,포레스트: 죽음의 숲,제이슨 자다,유니버설픽쳐스인터내셔널 코리아,2016-03-30,장편,미국,312,391633862,50631,"65,795,262","8,286",공포(호러),12세관람가,일반영화
3134,3162,폴란드로 간 아이들,추상미,커넥트픽쳐스,2018-10-31,장편,한국,181,386723800,50545,"240,190,800","30,064",다큐멘터리,전체관람가,독립/예술영화
3136,3164,더 테너 리리코 스핀토,김상만,박수엔터테인먼트,2014-12-31,장편,한국,185,391554441,50514,"199,819,741","25,656",드라마,12세관람가,독립/예술영화
3141,3169,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,김수경,넥스트엔터테인먼트월드,2022-12-21,장편,한국,432,464892418,50206,"100,336,692","9,739",애니메이션,전체관람가,독립/예술영화
3142,3170,비밀,박은경,CGV아트하우스,2015-10-15,장편,한국,305,369339300,50196,"94,697,600","12,167",미스터리,15세관람가,일반영화
3143,3171,인시디어스,제임스 완,쇼박스,2012-09-13,장편,미국,178,357783500,50163,"117,051,000","15,566",공포(호러),15세관람가,일반영화
3144,3172,내가 잠들기 전에,로완 조페,영화사 진진,2014-10-30,장편,영국,197,390872600,50098,"149,832,300","18,702",미스터리,청소년관람불가,독립/예술영화
3148,3176,언더더씨,에반 트라멜,팝엔터테인먼트,2017-06-22,장편,미국,163,382413600,49958,"69,088,400","8,765",애니메이션,전체관람가,일반영화
3149,3177,레드라이트,로드리고 코르테스,씨제이이엔엠,2012-08-23,장편,스페인,197,355743500,49925,"138,448,500","18,514",미스터리,15세관람가,일반영화
3151,3179,마음이 외치고 싶어해,나가이 타츠유키,주식회사 온 피크,2016-03-30,장편,일본,122,405746600,49813,"137,297,800","16,598",애니메이션,12세관람가,독립/예술영화
3152,3180,번개맨의 비밀,강유선,디스테이션,2018-12-06,장편,한국,309,383521050,49751,"72,853,050","8,829",가족,전체관람가,일반영화
3154,3182,살인소설,김진묵,스톰픽쳐스코리아,2018-04-25,장편,한국,434,392591200,49682,"110,034,500","13,655",스릴러,15세관람가,독립/예술영화
3155,3183,어글리 돌,캘리 애스버리,판씨네마,2019-05-01,장편,미국,353,357110870,49509,"82,282,540","10,570",애니메이션,전체관람가,독립/예술영화
3158,3186,라스트 나잇 인 소호,에드가 라이트,유니버설픽쳐스인터내셔널 코리아,2021-12-01,장편,미국,511,456301840,48985,"202,224,560","23,102",공포(호러),청소년관람불가,일반영화
3160,3188,355,사이먼 킨버그,스튜디오 산타클로스엔터테인먼트,2022-02-09,장편,미국,540,416928590,48976,"164,566,920","20,322",액션,15세관람가,일반영화
3161,3189,슈퍼미니 2,토마스 자보,박수엔터테인먼트,2019-02-27,장편,프랑스,345,374780620,48942,"96,127,960","11,784",애니메이션,전체관람가,일반영화
3162,3190,미스 사이공 : 25주년 특별 공연,브렛 설리반,유니버설픽쳐스인터내셔널 코리아,2016-11-24,장편,미국,100,945326500,48931,"557,901,700","28,743",공연,15세관람가,일반영화
3163,3191,스트레이트 아웃 오브 컴턴,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아,2015-09-10,장편,미국,185,412749800,48844,"235,536,700","27,135",드라마,청소년관람불가,일반영화
3164,3192,어네스트와 셀레스틴,뱅상 파타,씨너스엔터테인먼트,2014-02-20,장편,프랑스,202,328922100,48710,"134,213,100","18,826",애니메이션,전체관람가,독립/예술영화
3167,3195,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,나가사키 켄지,스마일이엔티,2022-03-09,장편,일본,459,471587590,48436,"127,206,380","12,299",애니메이션,12세관람가,일반영화
3168,3197,더 킥,이종석,쇼박스,2011-11-03,장편,한국,153,331287500,48396,"60,436,000","7,865",액션,12세관람가,일반영화
3169,3198,저지드레드 3D,피트 트래비스,롯데쇼핑롯데엔터테인먼트,2012-12-06,장편,영국,184,365262000,48341,"126,480,500","16,087",SF,청소년관람불가,일반영화
3170,3199,3:10 투 유마,제임스 맨골드,시네마서비스,2008-02-21,장편,미국,142,306807833,48284,"95,270,333","14,290",범죄,15세관람가,일반영화
3171,3200,데자뷰,고경민,키다리이엔티,2018-05-30,장편,한국,536,360833100,48279,"78,964,200","10,074",미스터리,15세관람가,일반영화
3172,3201,세븐틴 파워 오브 러브 : 더 무비,오윤동,씨제이포디플렉스 주식회사,2022-04-20,장편,한국,151,965458500,48275,"442,907,000","22,147",공연,전체관람가,일반영화
3173,3202,우리들,윤가은,엣나인필름,2016-06-16,장편,한국,76,358799960,48223,"219,260,560","27,794",드라마,전체관람가,독립/예술영화
3175,3204,안나와 알렉스 : 두자매 이야기,찰스 가드,CJ ENM,2009-04-09,장편,미국,99,322437449,48069,"106,625,500","15,118",공포(호러),15세관람가,일반영화
3176,3205,미스 슬로운,존 매든,메인타이틀픽쳐스,2017-03-29,장편,미국,104,381394300,48051,"199,557,400","24,714",드라마,15세관람가,독립/예술영화
3177,3206,목숨 건 연애,송민규,오퍼스픽쳐스,2016-12-14,장편,한국,393,361142800,47684,"120,507,000","14,834",멜로/로맨스,15세관람가,일반영화
3178,3207,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,야마구치 스스무,스마일이엔티,2022-08-03,장편,일본,389,440210098,47680,"77,748,320","7,857",애니메이션,전체관람가,일반영화
3179,3208,매기스 플랜,레베카 밀러,오드,2017-01-25,장편,미국,94,382361800,47668,"258,221,100","31,084",코미디,15세관람가,독립/예술영화
3180,3209,잘못된 만남,정영배,토이 엔터테인먼트,2008-07-10,장편,한국,132,308898000,47557,"70,781,000","10,193",드라마,15세관람가,일반영화
3182,3211,온리 더 브레이브,조셉 코신스키,코리아스크린,2018-03-07,장편,미국,301,373727300,47540,"127,393,400","15,953",드라마,12세관람가,일반영화
3185,3214,머니 몬스터,조디 포스터,유니버설픽쳐스인터내셔널 코리아,2016-08-31,장편,미국,151,367961600,47226,"138,602,100","17,533",스릴러,15세관람가,일반영화
3186,3215,"스탠바이, 웬디",벤 루윈,판씨네마,2018-05-30,장편,미국,345,373587080,47223,"156,447,780","19,000",드라마,전체관람가,독립/예술영화
3187,3216,트리플 9,존 힐코트,리틀빅픽쳐스,2016-04-20,장편,미국,329,365164300,47197,"131,109,600","16,407",범죄,청소년관람불가,일반영화
3188,3217,작은 연못,이상우,기타,2010-04-15,장편,한국,80,317197695,47160,"137,962,500","21,003",드라마,15세관람가,독립/예술영화
3189,3218,뜨거운 안녕,남택수,나이너스엔터테인먼트,2013-05-30,장편,한국,172,315291000,47105,"120,055,000","17,164",드라마,12세관람가,일반영화
3190,3219,잃어버린 도시 Z,제임스 그레이,영화사 빅,2017-09-21,장편,미국,398,362053440,47088,"107,823,340","13,303",액션,12세관람가,독립/예술영화
3191,3220,사랑할 땐 누구나 최악이 된다,요아킴 트리에,그린나래미디어,2022-08-25,장편,노르웨이,68,475994367,47023,"376,331,250","36,348",멜로/로맨스,15세관람가,독립/예술영화
3192,3221,나츠메 우인장: 세상과 연을 맺다,오오모리 타카히로,애니플러스,2018-10-31,장편,일본,110,387190200,46913,"143,055,100","16,780",애니메이션,전체관람가,일반영화
3193,3222,에코,얌 라라나스,프라임엔터테인먼트,2009-05-28,장편,미국,139,302933039,46884,"88,550,000","12,635",드라마,15세관람가,일반영화
3194,3223,세상을 바꾼 변호인,미미 레더,CGV아트하우스,2019-06-13,장편,미국,185,369943170,46854,"208,635,700","25,790",드라마,12세관람가,독립/예술영화
3195,3224,비밥바룰라,이성재,키다리이엔티,2018-01-24,장편,한국,347,318986200,46817,"102,609,200","13,980",코미디,12세관람가,일반영화
3196,3225,적인걸2 : 신도해왕의 비밀,서극,씨너스엔터테인먼트,2013-10-02,장편,중국,169,328321000,46796,"100,369,000","13,987",미스터리,12세관람가,일반영화
3197,3226,이스케이프,존 에릭 도들,넥스트엔터테인먼트월드,2015-11-05,장편,미국,264,356672000,46781,"99,350,900","12,416",액션,15세관람가,일반영화
3198,3227,내 연애의 기억,이권,주식회사 디에스이이디,2014-08-20,장편,한국,182,358863117,46775,"100,877,417","12,559",멜로/로맨스,청소년관람불가,독립/예술영화
3199,3228,엽문3: 최후의 대결,엽위신,키다리이엔티,2016-03-10,장편,홍콩,130,391356600,46756,"90,536,400","10,636",액션,12세관람가,독립/예술영화
3200,3229,크림슨 피크,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아,2015-11-25,장편,미국,255,379765400,46735,"185,326,400","22,732",판타지,청소년관람불가,일반영화
3201,3230,스크림 4G,웨스 크레이븐,시너지하우스 ,2011-06-09,장편,미국,163,367661000,46723,"148,334,000","18,044",미스터리,청소년관람불가,일반영화
3202,3231,갤럭시 히어로즈: 라쳇 앤 클랭크,케빈 먼로,영화사 빅,2016-08-17,장편,미국,237,336281100,46638,"76,062,000","9,486",애니메이션,전체관람가,독립/예술영화
